year,city,country,avg_temp
1920,Soweto,South Africa,15.13
1921,Soweto,South Africa,14.49
1922,Soweto,South Africa,15.27
1923,Soweto,South Africa,15.42
1924,Soweto,South Africa,14.40
1925,Soweto,South Africa,14.78
1926,Soweto,South Africa,15.26
1927,Soweto,South Africa,15.18
1928,Soweto,South Africa,15.16
1929,Soweto,South Africa,15.17
1930,Soweto,South Africa,14.75
1931,Soweto,South Africa,15.17
1932,Soweto,South Africa,15.40
1933,Soweto,South Africa,15.21
1934,Soweto,South Africa,15.17
1935,Soweto,South Africa,14.56
1936,Soweto,South Africa,14.67
1937,Soweto,South Africa,15.08
1938,Soweto,South Africa,15.28
1939,Soweto,South Africa,14.57
1940,Soweto,South Africa,15.32
1941,Soweto,South Africa,15.90
1942,Soweto,South Africa,15.30
1943,Soweto,South Africa,14.67
1944,Soweto,South Africa,15.26
1945,Soweto,South Africa,15.18
1946,Soweto,South Africa,15.33
1947,Soweto,South Africa,15.33
1948,Soweto,South Africa,15.14
1949,Soweto,South Africa,15.35
1950,Soweto,South Africa,15.35
1951,Soweto,South Africa,14.88
1952,Soweto,South Africa,15.27
1953,Soweto,South Africa,14.76
1954,Soweto,South Africa,14.91
1955,Soweto,South Africa,14.44
1956,Soweto,South Africa,15.14
1957,Soweto,South Africa,15.27
1958,Soweto,South Africa,15.54
1959,Soweto,South Africa,15.07
1960,Soweto,South Africa,15.14
1961,Soweto,South Africa,15.39
1962,Soweto,South Africa,15.57
1963,Soweto,South Africa,15.09
1964,Soweto,South Africa,15.15
1965,Soweto,South Africa,15.28
1966,Soweto,South Africa,15.64
1967,Soweto,South Africa,14.88
1968,Soweto,South Africa,15.09
1969,Soweto,South Africa,15.66
1970,Soweto,South Africa,15.83
1971,Soweto,South Africa,15.15
1972,Soweto,South Africa,15.31
1973,Soweto,South Africa,15.34
1974,Soweto,South Africa,14.93
1975,Soweto,South Africa,14.99
1976,Soweto,South Africa,14.62
1977,Soweto,South Africa,15.57
1978,Soweto,South Africa,15.30
1979,Soweto,South Africa,15.65
1980,Soweto,South Africa,15.08
1981,Soweto,South Africa,14.81
1982,Soweto,South Africa,15.69
1983,Soweto,South Africa,16.17
1984,Soweto,South Africa,15.68
1985,Soweto,South Africa,15.81
1986,Soweto,South Africa,15.72
1987,Soweto,South Africa,15.85
1988,Soweto,South Africa,15.43
1989,Soweto,South Africa,15.14
1990,Soweto,South Africa,15.56
1991,Soweto,South Africa,15.56
1992,Soweto,South Africa,16.48
1993,Soweto,South Africa,16.01
1994,Soweto,South Africa,15.10
1995,Soweto,South Africa,15.77
1996,Soweto,South Africa,15.23
1997,Soweto,South Africa,15.38
1998,Soweto,South Africa,16.11
1999,Soweto,South Africa,16.09
2000,Soweto,South Africa,15.13
2001,Soweto,South Africa,15.68
2002,Soweto,South Africa,15.88
2003,Soweto,South Africa,16.34
2004,Soweto,South Africa,15.49
2005,Soweto,South Africa,16.29
2006,Soweto,South Africa,15.26
2007,Soweto,South Africa,15.90
2008,Soweto,South Africa,15.75
2009,Soweto,South Africa,15.44
2010,Soweto,South Africa,16.11
2011,Soweto,South Africa,15.49
2012,Soweto,South Africa,15.89
2013,Soweto,South Africa,14.98
1841,Sydney,Australia,16.56
1842,Sydney,Australia,16.57
1843,Sydney,Australia,16.88
1844,Sydney,Australia,16.22
1845,Sydney,Australia,16.64
1846,Sydney,Australia,17.07
1847,Sydney,Australia,16.60
1848,Sydney,Australia,16.25
1849,Sydney,Australia,16.08
1850,Sydney,Australia,16.51
1851,Sydney,Australia,16.60
1852,Sydney,Australia,16.39
1853,Sydney,Australia,16.10
1854,Sydney,Australia,16.48
1855,Sydney,Australia,16.90
1856,Sydney,Australia,16.76
1857,Sydney,Australia,16.69
1858,Sydney,Australia,17.04
1859,Sydney,Australia,16.26
1860,Sydney,Australia,16.33
1861,Sydney,Australia,16.72
1862,Sydney,Australia,16.90
1863,Sydney,Australia,16.53
1864,Sydney,Australia,16.37
1865,Sydney,Australia,16.75
1866,Sydney,Australia,16.96
1867,Sydney,Australia,17.38
1868,Sydney,Australia,16.96
1869,Sydney,Australia,16.91
1870,Sydney,Australia,16.84
1871,Sydney,Australia,16.75
1872,Sydney,Australia,16.71
1873,Sydney,Australia,16.78
1874,Sydney,Australia,16.75
1875,Sydney,Australia,16.95
1876,Sydney,Australia,17.30
1877,Sydney,Australia,17.04
1878,Sydney,Australia,17.24
1879,Sydney,Australia,16.31
1880,Sydney,Australia,16.65
1881,Sydney,Australia,16.63
1882,Sydney,Australia,17.03
1883,Sydney,Australia,16.46
1884,Sydney,Australia,16.86
1885,Sydney,Australia,16.95
1886,Sydney,Australia,16.88
1887,Sydney,Australia,16.66
1888,Sydney,Australia,16.72
1889,Sydney,Australia,17.17
1890,Sydney,Australia,16.77
1891,Sydney,Australia,16.74
1892,Sydney,Australia,16.60
1893,Sydney,Australia,16.67
1894,Sydney,Australia,16.83
1895,Sydney,Australia,16.85
1896,Sydney,Australia,16.85
1897,Sydney,Australia,17.08
1898,Sydney,Australia,17.04
1899,Sydney,Australia,17.06
1900,Sydney,Australia,16.98
1901,Sydney,Australia,16.86
1902,Sydney,Australia,16.98
1903,Sydney,Australia,16.87
1904,Sydney,Australia,16.58
1905,Sydney,Australia,16.57
1906,Sydney,Australia,16.92
1907,Sydney,Australia,16.87
1908,Sydney,Australia,16.67
1909,Sydney,Australia,16.47
1910,Sydney,Australia,16.93
1911,Sydney,Australia,16.85
1912,Sydney,Australia,17.10
1913,Sydney,Australia,17.23
1914,Sydney,Australia,17.87
1915,Sydney,Australia,17.31
1916,Sydney,Australia,16.97
1917,Sydney,Australia,16.55
1918,Sydney,Australia,16.56
1919,Sydney,Australia,17.51
1920,Sydney,Australia,16.65
1921,Sydney,Australia,17.15
1922,Sydney,Australia,17.22
1923,Sydney,Australia,17.20
1924,Sydney,Australia,16.65
1925,Sydney,Australia,16.55
1926,Sydney,Australia,17.25
1927,Sydney,Australia,16.42
1928,Sydney,Australia,17.40
1929,Sydney,Australia,16.69
1930,Sydney,Australia,17.10
1931,Sydney,Australia,16.86
1932,Sydney,Australia,16.97
1933,Sydney,Australia,16.76
1934,Sydney,Australia,16.89
1935,Sydney,Australia,16.55
1936,Sydney,Australia,16.79
1937,Sydney,Australia,16.97
1938,Sydney,Australia,17.39
1939,Sydney,Australia,17.33
1940,Sydney,Australia,17.64
1941,Sydney,Australia,16.86
1942,Sydney,Australia,17.30
1943,Sydney,Australia,16.31
1944,Sydney,Australia,16.99
1945,Sydney,Australia,16.89
1946,Sydney,Australia,17.04
1947,Sydney,Australia,16.94
1948,Sydney,Australia,16.42
1949,Sydney,Australia,16.55
1950,Sydney,Australia,17.14
1951,Sydney,Australia,16.73
1952,Sydney,Australia,16.83
1953,Sydney,Australia,16.73
1954,Sydney,Australia,16.93
1955,Sydney,Australia,16.99
1956,Sydney,Australia,16.64
1957,Sydney,Australia,17.06
1958,Sydney,Australia,17.41
1959,Sydney,Australia,17.23
1960,Sydney,Australia,16.68
1961,Sydney,Australia,16.86
1962,Sydney,Australia,16.74
1963,Sydney,Australia,16.93
1964,Sydney,Australia,16.96
1965,Sydney,Australia,17.00
1966,Sydney,Australia,16.64
1967,Sydney,Australia,16.85
1968,Sydney,Australia,17.27
1969,Sydney,Australia,17.18
1970,Sydney,Australia,16.78
1971,Sydney,Australia,16.84
1972,Sydney,Australia,17.03
1973,Sydney,Australia,17.81
1974,Sydney,Australia,16.98
1975,Sydney,Australia,17.34
1976,Sydney,Australia,17.01
1977,Sydney,Australia,17.34
1978,Sydney,Australia,17.16
1979,Sydney,Australia,17.56
1980,Sydney,Australia,18.00
1981,Sydney,Australia,17.49
1982,Sydney,Australia,17.30
1983,Sydney,Australia,17.47
1984,Sydney,Australia,16.91
1985,Sydney,Australia,17.09
1986,Sydney,Australia,17.06
1987,Sydney,Australia,17.37
1988,Sydney,Australia,17.89
1989,Sydney,Australia,17.26
1990,Sydney,Australia,17.47
1991,Sydney,Australia,17.85
1992,Sydney,Australia,16.89
1993,Sydney,Australia,17.42
1994,Sydney,Australia,17.36
1995,Sydney,Australia,16.95
1996,Sydney,Australia,17.05
1997,Sydney,Australia,17.51
1998,Sydney,Australia,18.05
1999,Sydney,Australia,17.55
2000,Sydney,Australia,17.57
2001,Sydney,Australia,17.85
2002,Sydney,Australia,17.73
2003,Sydney,Australia,17.59
2004,Sydney,Australia,17.87
2005,Sydney,Australia,18.03
2006,Sydney,Australia,17.75
2007,Sydney,Australia,18.02
2008,Sydney,Australia,17.32
2009,Sydney,Australia,18.18
2010,Sydney,Australia,18.00
2011,Sydney,Australia,17.71
2012,Sydney,Australia,17.47
2013,Sydney,Australia,18.09
1845,Tokyo,Japan,11.95
1846,Tokyo,Japan,12.40
1847,Tokyo,Japan,12.21
1848,Tokyo,Japan,12.14
1849,Tokyo,Japan,12.14
1850,Tokyo,Japan,11.71
1851,Tokyo,Japan,11.76
1852,Tokyo,Japan,11.73
1853,Tokyo,Japan,11.86
1854,Tokyo,Japan,12.24
1855,Tokyo,Japan,12.56
1856,Tokyo,Japan,12.06
1857,Tokyo,Japan,11.94
1858,Tokyo,Japan,12.23
1859,Tokyo,Japan,12.15
1860,Tokyo,Japan,11.72
1861,Tokyo,Japan,11.79
1862,Tokyo,Japan,11.73
1863,Tokyo,Japan,12.45
1864,Tokyo,Japan,11.95
1865,Tokyo,Japan,12.39
1866,Tokyo,Japan,11.58
1867,Tokyo,Japan,12.46
1868,Tokyo,Japan,12.25
1869,Tokyo,Japan,12.03
1870,Tokyo,Japan,16.12
1871,Tokyo,Japan,12.12
1872,Tokyo,Japan,12.00
1873,Tokyo,Japan,11.53
1874,Tokyo,Japan,12.33
1875,Tokyo,Japan,12.17
1876,Tokyo,Japan,12.39
1877,Tokyo,Japan,12.73
1878,Tokyo,Japan,12.24
1879,Tokyo,Japan,12.82
1880,Tokyo,Japan,12.43
1881,Tokyo,Japan,12.15
1882,Tokyo,Japan,12.29
1883,Tokyo,Japan,11.84
1884,Tokyo,Japan,11.18
1885,Tokyo,Japan,11.53
1886,Tokyo,Japan,12.44
1887,Tokyo,Japan,12.25
1888,Tokyo,Japan,12.01
1889,Tokyo,Japan,11.66
1890,Tokyo,Japan,13.50
1891,Tokyo,Japan,12.42
1892,Tokyo,Japan,12.10
1893,Tokyo,Japan,11.71
1894,Tokyo,Japan,12.92
1895,Tokyo,Japan,12.22
1896,Tokyo,Japan,12.33
1897,Tokyo,Japan,11.72
1898,Tokyo,Japan,12.49
1899,Tokyo,Japan,12.32
1900,Tokyo,Japan,12.11
1901,Tokyo,Japan,12.31
1902,Tokyo,Japan,12.22
1903,Tokyo,Japan,12.34
1904,Tokyo,Japan,12.29
1905,Tokyo,Japan,12.03
1906,Tokyo,Japan,11.66
1907,Tokyo,Japan,11.97
1908,Tokyo,Japan,11.72
1909,Tokyo,Japan,12.04
1910,Tokyo,Japan,12.00
1911,Tokyo,Japan,12.81
1912,Tokyo,Japan,12.32
1913,Tokyo,Japan,11.72
1914,Tokyo,Japan,13.10
1915,Tokyo,Japan,12.74
1916,Tokyo,Japan,13.10
1917,Tokyo,Japan,12.04
1918,Tokyo,Japan,12.19
1919,Tokyo,Japan,12.59
1920,Tokyo,Japan,12.69
1921,Tokyo,Japan,12.12
1922,Tokyo,Japan,12.86
1923,Tokyo,Japan,12.64
1924,Tokyo,Japan,12.35
1925,Tokyo,Japan,12.19
1926,Tokyo,Japan,11.74
1927,Tokyo,Japan,12.19
1928,Tokyo,Japan,12.42
1929,Tokyo,Japan,12.44
1930,Tokyo,Japan,13.00
1931,Tokyo,Japan,12.16
1932,Tokyo,Japan,12.67
1933,Tokyo,Japan,12.69
1934,Tokyo,Japan,11.85
1935,Tokyo,Japan,12.25
1936,Tokyo,Japan,12.09
1937,Tokyo,Japan,12.86
1938,Tokyo,Japan,12.60
1939,Tokyo,Japan,12.72
1940,Tokyo,Japan,12.66
1941,Tokyo,Japan,12.61
1942,Tokyo,Japan,12.80
1943,Tokyo,Japan,12.48
1944,Tokyo,Japan,12.16
1945,Tokyo,Japan,11.62
1946,Tokyo,Japan,12.86
1947,Tokyo,Japan,11.99
1948,Tokyo,Japan,13.18
1949,Tokyo,Japan,12.62
1950,Tokyo,Japan,13.21
1951,Tokyo,Japan,12.72
1952,Tokyo,Japan,12.65
1953,Tokyo,Japan,12.51
1954,Tokyo,Japan,12.76
1955,Tokyo,Japan,13.42
1956,Tokyo,Japan,12.61
1957,Tokyo,Japan,12.66
1958,Tokyo,Japan,13.09
1959,Tokyo,Japan,13.50
1960,Tokyo,Japan,13.26
1961,Tokyo,Japan,13.66
1962,Tokyo,Japan,13.01
1963,Tokyo,Japan,12.71
1964,Tokyo,Japan,12.93
1965,Tokyo,Japan,12.27
1966,Tokyo,Japan,12.81
1967,Tokyo,Japan,12.85
1968,Tokyo,Japan,12.75
1969,Tokyo,Japan,12.64
1970,Tokyo,Japan,12.35
1971,Tokyo,Japan,12.52
1972,Tokyo,Japan,13.17
1973,Tokyo,Japan,12.96
1974,Tokyo,Japan,12.23
1975,Tokyo,Japan,12.72
1976,Tokyo,Japan,12.19
1977,Tokyo,Japan,12.94
1978,Tokyo,Japan,13.05
1979,Tokyo,Japan,13.83
1980,Tokyo,Japan,12.35
1981,Tokyo,Japan,12.06
1982,Tokyo,Japan,12.91
1983,Tokyo,Japan,12.64
1984,Tokyo,Japan,11.98
1985,Tokyo,Japan,12.90
1986,Tokyo,Japan,12.22
1987,Tokyo,Japan,13.41
1988,Tokyo,Japan,12.44
1989,Tokyo,Japan,13.35
1990,Tokyo,Japan,14.14
1991,Tokyo,Japan,13.32
1992,Tokyo,Japan,12.94
1993,Tokyo,Japan,12.49
1994,Tokyo,Japan,13.78
1995,Tokyo,Japan,12.98
1996,Tokyo,Japan,12.61
1997,Tokyo,Japan,13.43
1998,Tokyo,Japan,13.74
1999,Tokyo,Japan,13.78
2000,Tokyo,Japan,13.50
2001,Tokyo,Japan,13.13
2002,Tokyo,Japan,13.42
2003,Tokyo,Japan,12.89
2004,Tokyo,Japan,14.05
2005,Tokyo,Japan,12.99
2006,Tokyo,Japan,13.28
2007,Tokyo,Japan,13.68
2008,Tokyo,Japan,13.31
2009,Tokyo,Japan,13.55
2010,Tokyo,Japan,13.82
2011,Tokyo,Japan,13.32
2012,Tokyo,Japan,13.11
2013,Tokyo,Japan,13.91
