loan_amnt,term,int_rate,grade,home_ownership,annual_inc,purpose,loan_status
14000,36 months,14.27,C,MORTGAGE,86000,debt_consolidation,Fully Paid
15000,36 months,16.29,D,OWN,50000,credit_card,Fully Paid
23600,36 months,13.49,C,RENT,102000,credit_card,Fully Paid
5100,36 months,8.9,A,MORTGAGE,36000,debt_consolidation,Fully Paid
7500,36 months,8.9,A,MORTGAGE,75000,wedding,Fully Paid
10000,36 months,10.65,B,RENT,58000,credit_card,Fully Paid
6000,36 months,19.42,E,RENT,36000,debt_consolidation,Fully Paid
2000,36 months,14.27,C,OWN,1.00E+05,other,Fully Paid
6000,36 months,7.51,A,MORTGAGE,45000,major_purchase,Fully Paid
18000,60 months,20.3,E,RENT,55000,debt_consolidation,Fully Paid
10000,36 months,16.77,D,RENT,49000,debt_consolidation,Fully Paid
24000,60 months,21.67,F,RENT,85000,credit_card,Fully Paid
10000,36 months,12.42,B,RENT,26000,credit_card,Fully Paid
10000,36 months,16.77,D,RENT,40000,credit_card,Fully Paid
10175,36 months,12.69,B,MORTGAGE,45136,credit_card,Fully Paid
17000,60 months,19.03,E,RENT,78050,debt_consolidation,Charged Off
5600,36 months,7.9,A,MORTGAGE,32000,debt_consolidation,Fully Paid
20000,60 months,18.25,D,RENT,102000,debt_consolidation,Charged Off
10000,36 months,11.71,B,RENT,50000,credit_card,Fully Paid
5600,36 months,15.27,C,RENT,46000,debt_consolidation,Fully Paid
2800,36 months,10.65,B,MORTGAGE,136000,credit_card,Fully Paid
9600,36 months,11.71,B,MORTGAGE,62100,small_business,Fully Paid
24000,36 months,6.62,A,MORTGAGE,88620,debt_consolidation,Fully Paid
18400,60 months,14.27,C,MORTGAGE,61938,debt_consolidation,Charged Off
9000,36 months,6.62,A,MORTGAGE,98400,debt_consolidation,Fully Paid
30750,60 months,19.91,E,RENT,65000,debt_consolidation,Fully Paid
6000,36 months,12.42,B,RENT,30000,debt_consolidation,Fully Paid
5000,36 months,15.96,C,RENT,41000,credit_card,Charged Off
33600,60 months,20.3,E,MORTGAGE,240000,debt_consolidation,Fully Paid
10000,36 months,10.65,B,MORTGAGE,48000,debt_consolidation,Fully Paid
16800,60 months,16.77,D,MORTGAGE,55000,debt_consolidation,Charged Off
16550,60 months,14.65,C,MORTGAGE,52000,other,Current
12000,60 months,11.71,B,MORTGAGE,48000,debt_consolidation,Current
22000,60 months,14.65,C,MORTGAGE,85500,credit_card,Charged Off
10800,36 months,7.51,A,RENT,75000,debt_consolidation,Charged Off
7200,36 months,10.65,B,RENT,50000,credit_card,Fully Paid
10625,36 months,14.27,C,MORTGAGE,25000,debt_consolidation,Fully Paid
5000,36 months,15.96,C,RENT,35000,moving,Charged Off
10000,36 months,15.27,C,RENT,49639.62,debt_consolidation,Fully Paid
5000,36 months,13.49,C,RENT,40752,other,Fully Paid
8400,36 months,6.62,A,MORTGAGE,62000,debt_consolidation,Fully Paid
25000,60 months,18.64,E,RENT,50000,small_business,Charged Off
24000,60 months,17.58,D,RENT,72000,major_purchase,Fully Paid
4800,36 months,7.9,A,RENT,95000,debt_consolidation,Fully Paid
14000,36 months,14.65,C,MORTGAGE,78000,debt_consolidation,Charged Off
7000,36 months,13.49,C,MORTGAGE,125000,debt_consolidation,Fully Paid
15000,36 months,16.77,D,RENT,50000,debt_consolidation,Fully Paid
13000,36 months,12.42,B,RENT,38000,credit_card,Fully Paid
30000,36 months,14.27,C,MORTGAGE,125000,credit_card,Fully Paid
6400,36 months,8.9,A,RENT,32000,small_business,Fully Paid
5650,36 months,9.91,B,RENT,51000,debt_consolidation,Fully Paid
7000,36 months,7.51,A,RENT,60000,major_purchase,Fully Paid
8500,36 months,11.71,B,RENT,25000,debt_consolidation,Fully Paid
28000,60 months,15.96,C,MORTGAGE,60000,debt_consolidation,Fully Paid
7000,36 months,7.51,A,RENT,37740,credit_card,Fully Paid
30000,60 months,20.89,F,MORTGAGE,96000,credit_card,Fully Paid
20000,36 months,12.69,B,RENT,94500,debt_consolidation,Fully Paid
6000,36 months,14.27,C,RENT,32000,debt_consolidation,Fully Paid
10000,36 months,7.9,A,MORTGAGE,72000,car,Fully Paid
12000,36 months,7.9,A,RENT,1.00E+05,debt_consolidation,Fully Paid
12500,60 months,21.28,F,MORTGAGE,1.00E+05,home_improvement,Fully Paid
15000,60 months,10.65,B,MORTGAGE,64800,car,Current
16450,60 months,17.27,D,RENT,38000,credit_card,Fully Paid
2500,36 months,15.27,C,RENT,39420,other,Fully Paid
6200,36 months,7.9,A,OWN,15000,major_purchase,Fully Paid
12000,36 months,12.69,B,RENT,62000,credit_card,Fully Paid
10000,36 months,14.27,C,RENT,45000,credit_card,Fully Paid
4800,36 months,16.29,D,OWN,30000,debt_consolidation,Fully Paid
17050,36 months,12.69,B,MORTGAGE,60000,debt_consolidation,Fully Paid
15000,60 months,22.74,G,MORTGAGE,70000,debt_consolidation,Current
12700,36 months,14.27,C,RENT,23000,debt_consolidation,Fully Paid
35000,60 months,19.91,E,MORTGAGE,110000,debt_consolidation,Fully Paid
12000,60 months,20.3,E,MORTGAGE,48000,home_improvement,Charged Off
15000,60 months,19.91,E,RENT,48000,debt_consolidation,Fully Paid
24000,60 months,19.03,E,RENT,70000,credit_card,Fully Paid
35000,60 months,19.42,E,MORTGAGE,185000,credit_card,Fully Paid
11200,36 months,17.27,D,RENT,36840,debt_consolidation,Fully Paid
7000,36 months,11.71,B,RENT,50000,credit_card,Fully Paid
6200,60 months,19.42,E,RENT,55000,credit_card,Fully Paid
20000,60 months,15.96,C,MORTGAGE,60000,credit_card,Fully Paid
35000,60 months,23.91,G,RENT,81500,debt_consolidation,Charged Off
12000,36 months,16.77,D,RENT,48000,credit_card,Fully Paid
8500,60 months,20.3,E,RENT,82000,debt_consolidation,Fully Paid
12000,36 months,6.62,A,RENT,45000,credit_card,Fully Paid
12000,60 months,13.49,C,RENT,50000,debt_consolidation,Fully Paid
20000,60 months,17.27,D,RENT,56508,credit_card,Charged Off
10400,36 months,13.49,C,RENT,57460,debt_consolidation,Fully Paid
5000,36 months,12.69,B,RENT,60400,wedding,Fully Paid
8400,36 months,17.27,D,RENT,34000,debt_consolidation,Fully Paid
24000,60 months,21.67,F,MORTGAGE,98000,debt_consolidation,Fully Paid
20000,36 months,12.42,B,RENT,1.00E+05,debt_consolidation,Fully Paid
12300,60 months,19.91,E,MORTGAGE,41000,credit_card,Current
11000,36 months,13.49,C,RENT,50000,home_improvement,Fully Paid
18950,60 months,19.03,E,MORTGAGE,49500,credit_card,Fully Paid
12000,36 months,11.71,B,RENT,35000,debt_consolidation,Fully Paid
20000,36 months,11.71,B,OWN,50000,debt_consolidation,Fully Paid
3650,60 months,17.58,D,RENT,29000,debt_consolidation,Current
12000,36 months,14.27,C,RENT,159500,credit_card,Charged Off
7200,36 months,17.58,D,RENT,56000,debt_consolidation,Fully Paid
33950,36 months,7.9,A,MORTGAGE,91000,debt_consolidation,Fully Paid
13000,60 months,15.96,C,MORTGAGE,85000,debt_consolidation,Fully Paid
12600,60 months,16.77,D,RENT,41000,debt_consolidation,Fully Paid
15000,36 months,11.71,B,RENT,60000,debt_consolidation,Fully Paid
4250,36 months,12.69,B,RENT,50000,credit_card,Fully Paid
7000,36 months,9.91,B,RENT,62000,credit_card,Fully Paid
1500,36 months,15.96,C,MORTGAGE,97000,small_business,Fully Paid
25000,36 months,7.9,A,MORTGAGE,2.00E+05,home_improvement,Fully Paid
15600,60 months,20.3,E,RENT,85000,debt_consolidation,Fully Paid
21000,60 months,18.64,E,RENT,110000,debt_consolidation,Fully Paid
20000,60 months,12.69,B,RENT,65918,debt_consolidation,Fully Paid
20000,60 months,13.49,C,MORTGAGE,55000,credit_card,Charged Off
12000,36 months,8.9,A,RENT,42900,debt_consolidation,Fully Paid
10000,36 months,12.69,B,RENT,51000,credit_card,Fully Paid
5800,60 months,19.03,E,MORTGAGE,51300,debt_consolidation,Fully Paid
2400,36 months,12.42,B,RENT,45000,moving,Fully Paid
28100,60 months,14.65,C,RENT,60000,debt_consolidation,Fully Paid
4500,36 months,6.62,A,MORTGAGE,72000,credit_card,Fully Paid
4800,36 months,10.65,B,RENT,26000,credit_card,Fully Paid
5000,36 months,7.9,A,MORTGAGE,45600,debt_consolidation,Fully Paid
18000,36 months,10.65,B,RENT,77000,debt_consolidation,Fully Paid
25000,36 months,7.51,A,MORTGAGE,56900,debt_consolidation,Fully Paid
18000,36 months,7.9,A,MORTGAGE,140000,debt_consolidation,Fully Paid
6000,36 months,15.96,C,RENT,72000,credit_card,Fully Paid
35000,60 months,22.35,F,RENT,143000,credit_card,Charged Off
27000,36 months,13.49,C,RENT,83000,debt_consolidation,Fully Paid
3000,36 months,9.91,B,RENT,45600,major_purchase,Fully Paid
10000,36 months,10.65,B,RENT,68000,debt_consolidation,Fully Paid
10125,36 months,14.65,C,RENT,70000,debt_consolidation,Fully Paid
8000,36 months,12.42,B,MORTGAGE,47000,debt_consolidation,Fully Paid
10000,36 months,9.91,B,RENT,45000,debt_consolidation,Fully Paid
35000,60 months,14.27,C,RENT,121000,other,Fully Paid
21600,60 months,21.67,F,MORTGAGE,82900,home_improvement,Fully Paid
12000,36 months,10.65,B,RENT,110000,debt_consolidation,Fully Paid
6000,36 months,15.27,C,RENT,49000,debt_consolidation,Fully Paid
14000,36 months,16.29,D,OWN,70000,credit_card,Fully Paid
8000,36 months,14.27,C,RENT,50000,credit_card,Fully Paid
14000,60 months,13.49,C,RENT,33936,debt_consolidation,Current
8000,36 months,12.69,B,MORTGAGE,38000,debt_consolidation,Fully Paid
21000,36 months,8.9,A,RENT,125000,small_business,Fully Paid
22000,60 months,11.71,B,MORTGAGE,70000,debt_consolidation,Charged Off
6000,36 months,15.96,C,RENT,28800,house,Fully Paid
15000,36 months,17.58,D,RENT,130000,debt_consolidation,Fully Paid
5200,36 months,11.71,B,RENT,54000,debt_consolidation,Fully Paid
17500,36 months,7.9,A,MORTGAGE,40000,credit_card,Fully Paid
6400,36 months,11.71,B,RENT,50000,debt_consolidation,Fully Paid
3825,36 months,10.65,B,MORTGAGE,22000,debt_consolidation,Fully Paid
21000,36 months,7.9,A,OWN,60000,debt_consolidation,Fully Paid
14000,36 months,12.42,B,MORTGAGE,72000,credit_card,Fully Paid
18950,36 months,10.65,B,RENT,50000,other,Fully Paid
3000,36 months,9.91,B,OWN,40000,home_improvement,Fully Paid
2400,36 months,12.69,B,OWN,48000,vacation,Charged Off
6000,36 months,12.69,B,OWN,75000,other,Fully Paid
16000,60 months,18.64,E,MORTGAGE,115000,debt_consolidation,Fully Paid
18000,36 months,12.42,B,RENT,90000,credit_card,Fully Paid
10000,36 months,16.29,D,RENT,25000,credit_card,Fully Paid
2125,36 months,15.27,C,RENT,35000,debt_consolidation,Fully Paid
7500,36 months,7.9,A,RENT,34000,debt_consolidation,Charged Off
10000,36 months,6.62,A,MORTGAGE,80000,small_business,Fully Paid
21000,60 months,12.42,B,MORTGAGE,70000,small_business,Current
25000,36 months,13.49,C,RENT,250000,credit_card,Fully Paid
16000,36 months,9.91,B,RENT,40000,credit_card,Fully Paid
20000,36 months,7.9,A,MORTGAGE,60000,small_business,Fully Paid
3600,36 months,14.27,C,RENT,106000,debt_consolidation,Fully Paid
20000,60 months,18.25,D,RENT,99996,debt_consolidation,Fully Paid
24000,60 months,19.03,E,RENT,98000,credit_card,Current
19075,60 months,20.3,E,RENT,50000,debt_consolidation,Current
10000,60 months,18.64,E,RENT,81600,debt_consolidation,Fully Paid
8000,36 months,11.71,B,RENT,25000,credit_card,Fully Paid
1000,36 months,14.65,C,RENT,11820,debt_consolidation,Fully Paid
4000,36 months,8.9,A,MORTGAGE,15456,credit_card,Fully Paid
18800,60 months,18.25,D,RENT,46000,credit_card,Charged Off
14000,36 months,12.42,B,RENT,84000,credit_card,Fully Paid
15000,60 months,15.27,C,RENT,29000,credit_card,Current
16775,36 months,14.27,C,MORTGAGE,140000,credit_card,Fully Paid
6325,36 months,8.9,A,RENT,25000,credit_card,Fully Paid
5700,60 months,18.64,E,RENT,75000,credit_card,Fully Paid
13225,36 months,13.49,C,RENT,35000,debt_consolidation,Fully Paid
10000,36 months,14.65,C,RENT,31000,debt_consolidation,Fully Paid
13500,36 months,8.9,A,RENT,1.00E+05,debt_consolidation,Fully Paid
12000,60 months,12.69,B,OWN,60000,debt_consolidation,Fully Paid
15000,60 months,7.9,A,MORTGAGE,45000,debt_consolidation,Fully Paid
20200,60 months,21.28,F,RENT,59670,debt_consolidation,Charged Off
20000,36 months,14.27,C,RENT,95000,debt_consolidation,Charged Off
12000,36 months,13.49,C,RENT,112000,moving,Fully Paid
25975,60 months,22.06,F,MORTGAGE,66000,credit_card,Current
10600,60 months,6,C,MORTGAGE,54000,credit_card,Fully Paid
13475,36 months,10.65,B,RENT,35000,debt_consolidation,Fully Paid
4000,36 months,9.91,B,RENT,48000,credit_card,Fully Paid
5000,60 months,9.91,B,MORTGAGE,98580,other,Current
7500,36 months,16.29,D,OWN,67000,home_improvement,Charged Off
21000,60 months,19.42,E,MORTGAGE,42000,small_business,Charged Off
9600,60 months,17.27,D,RENT,40000,credit_card,Fully Paid
10000,36 months,7.51,A,RENT,75000,debt_consolidation,Fully Paid
3725,36 months,12.69,B,MORTGAGE,27302.4,debt_consolidation,Fully Paid
19425,60 months,20.89,F,MORTGAGE,46500,debt_consolidation,Charged Off
25900,60 months,16.77,D,RENT,62000,credit_card,Fully Paid
30000,60 months,21.67,F,MORTGAGE,1.00E+05,debt_consolidation,Charged Off
13000,60 months,19.42,E,RENT,37500,debt_consolidation,Fully Paid
15600,60 months,14.65,C,OWN,48575,debt_consolidation,Charged Off
20000,36 months,12.69,B,MORTGAGE,64049,debt_consolidation,Fully Paid
10000,36 months,9.91,B,RENT,107000,debt_consolidation,Fully Paid
8000,36 months,14.65,C,RENT,72000,debt_consolidation,Charged Off
12000,60 months,11.71,B,RENT,25000,debt_consolidation,Fully Paid
12000,36 months,9.91,B,MORTGAGE,97000,debt_consolidation,Fully Paid
4000,36 months,12.42,B,RENT,42000,credit_card,Fully Paid
9750,60 months,20.3,E,RENT,60000,debt_consolidation,Fully Paid
24000,36 months,7.51,A,MORTGAGE,86000,debt_consolidation,Fully Paid
35000,60 months,19.91,E,MORTGAGE,132500,debt_consolidation,Fully Paid
3125,60 months,16.77,D,MORTGAGE,135000,credit_card,Fully Paid
12000,36 months,11.71,B,MORTGAGE,140000,wedding,Fully Paid
17500,36 months,8.9,A,OWN,84000,debt_consolidation,Fully Paid
6000,36 months,11.71,B,MORTGAGE,90000,debt_consolidation,Fully Paid
15000,60 months,13.49,C,MORTGAGE,38000,debt_consolidation,Fully Paid
8000,60 months,17.58,D,RENT,36000,debt_consolidation,Charged Off
28000,60 months,18.64,E,RENT,129000,credit_card,Fully Paid
30000,36 months,7.9,A,RENT,161000,home_improvement,Fully Paid
28000,60 months,18.25,D,MORTGAGE,157000,debt_consolidation,Current
1000,36 months,15.96,C,RENT,24000,vacation,Fully Paid
23800,36 months,12.42,B,MORTGAGE,47600,debt_consolidation,Fully Paid
17000,36 months,6.03,A,MORTGAGE,50000,debt_consolidation,Fully Paid
18000,60 months,15.27,C,RENT,50000,credit_card,Charged Off
13500,60 months,12.42,B,MORTGAGE,57840,house,Fully Paid
24000,36 months,9.91,B,MORTGAGE,75000,credit_card,Fully Paid
3600,36 months,7.51,A,RENT,85000,debt_consolidation,Fully Paid
15000,36 months,16.29,D,MORTGAGE,50000,other,Fully Paid
1000,36 months,13.49,C,MORTGAGE,53200,other,Fully Paid
30000,60 months,23.52,G,RENT,110000,debt_consolidation,Charged Off
3600,36 months,13.49,C,RENT,36000,credit_card,Fully Paid
15500,60 months,10.65,B,MORTGAGE,56510,debt_consolidation,Fully Paid
14000,36 months,17.58,D,RENT,40000,credit_card,Fully Paid
6400,36 months,13.49,C,RENT,29000,credit_card,Fully Paid
3600,36 months,6.62,A,MORTGAGE,45000,debt_consolidation,Fully Paid
14000,36 months,6.62,A,RENT,115000,major_purchase,Fully Paid
4025,36 months,9.91,B,RENT,25000,small_business,Fully Paid
15000,60 months,20.89,F,RENT,59000,debt_consolidation,Current
2600,36 months,12.69,B,RENT,9600,debt_consolidation,Fully Paid
16500,36 months,8.9,A,OWN,32968,debt_consolidation,Fully Paid
15000,60 months,13.49,C,MORTGAGE,96000,debt_consolidation,Fully Paid
8875,36 months,8.9,A,RENT,23000,debt_consolidation,Charged Off
30000,60 months,18.64,E,OWN,61000,debt_consolidation,Charged Off
23000,60 months,20.3,E,MORTGAGE,120000,debt_consolidation,Fully Paid
3825,36 months,14.65,C,OWN,21000,debt_consolidation,Fully Paid
11100,36 months,16.77,D,MORTGAGE,55000,debt_consolidation,Fully Paid
12000,36 months,9.91,B,RENT,40000,debt_consolidation,Fully Paid
8900,60 months,18.64,E,OWN,77000,debt_consolidation,Charged Off
12000,60 months,11.71,B,MORTGAGE,120000,debt_consolidation,Fully Paid
3000,36 months,7.51,A,RENT,15000,other,Fully Paid
5600,36 months,7.9,A,RENT,32000,renewable_energy,Fully Paid
12000,60 months,17.27,D,RENT,43000,debt_consolidation,Fully Paid
12000,36 months,11.71,B,RENT,60000,credit_card,Fully Paid
25000,60 months,15.96,C,MORTGAGE,113000,debt_consolidation,Fully Paid
12000,36 months,9.91,B,MORTGAGE,87000,debt_consolidation,Charged Off
35000,60 months,21.67,F,MORTGAGE,165000,debt_consolidation,Fully Paid
30000,60 months,14.65,C,MORTGAGE,70000,debt_consolidation,Current
10000,36 months,12.69,B,RENT,62000,small_business,Charged Off
21600,60 months,20.3,E,OWN,72800,debt_consolidation,Fully Paid
8000,36 months,10.65,B,RENT,60780,credit_card,Charged Off
6000,36 months,9.91,B,RENT,62000,debt_consolidation,Fully Paid
15000,60 months,18.25,D,RENT,281000,debt_consolidation,Fully Paid
35000,60 months,20.3,E,RENT,75000,debt_consolidation,Charged Off
14400,60 months,20.3,E,RENT,77500,debt_consolidation,Fully Paid
10500,36 months,12.69,B,RENT,75600,debt_consolidation,Fully Paid
9000,36 months,11.71,B,RENT,51000,debt_consolidation,Charged Off
10900,36 months,12.42,B,RENT,55000,debt_consolidation,Fully Paid
17600,36 months,12.42,B,OWN,140000,credit_card,Fully Paid
1800,36 months,13.49,C,RENT,40000,other,Charged Off
14000,60 months,18.64,E,MORTGAGE,63000,small_business,Charged Off
10000,36 months,7.9,A,OWN,102672,credit_card,Fully Paid
6000,36 months,7.9,A,RENT,46443.36,debt_consolidation,Fully Paid
5200,60 months,8.9,A,RENT,36000,vacation,Late (16-30 days)
6500,36 months,6.03,A,MORTGAGE,61650,other,Fully Paid
10000,36 months,16.29,D,RENT,45500,credit_card,Fully Paid
8000,36 months,9.91,B,MORTGAGE,35000,debt_consolidation,Fully Paid
2800,36 months,16.29,D,RENT,43200,other,Charged Off
35000,60 months,17.27,D,RENT,97000,debt_consolidation,Fully Paid
12000,60 months,11.71,B,MORTGAGE,125000,home_improvement,Fully Paid
11200,36 months,6.62,A,RENT,52000,debt_consolidation,Fully Paid
8000,36 months,13.49,C,RENT,23000,debt_consolidation,Charged Off
14825,60 months,23.52,G,RENT,45600,debt_consolidation,Charged Off
6100,36 months,18.64,E,OWN,70000,debt_consolidation,Charged Off
17000,36 months,15.96,C,RENT,60000,debt_consolidation,Fully Paid
16000,60 months,15.96,C,MORTGAGE,64000,debt_consolidation,Fully Paid
1500,36 months,6.03,A,MORTGAGE,24000,other,Fully Paid
6500,36 months,7.51,A,RENT,80000,debt_consolidation,Fully Paid
5500,60 months,14.65,C,MORTGAGE,107000,small_business,Fully Paid
10000,36 months,12.69,B,MORTGAGE,50000,credit_card,Charged Off
7125,36 months,9.91,B,MORTGAGE,36648,small_business,Fully Paid
14000,60 months,14.65,C,RENT,81000,credit_card,Current
11000,36 months,16.29,D,RENT,52000,debt_consolidation,Fully Paid
3000,36 months,9.91,B,MORTGAGE,83000,debt_consolidation,Fully Paid
15850,60 months,21.28,F,MORTGAGE,66000,debt_consolidation,Current
12000,60 months,14.65,C,MORTGAGE,43700,debt_consolidation,Fully Paid
29700,60 months,11.71,B,MORTGAGE,57000,vacation,Fully Paid
6500,36 months,7.51,A,RENT,28000,debt_consolidation,Fully Paid
2800,36 months,6.03,A,MORTGAGE,55000,major_purchase,Fully Paid
10000,36 months,6.03,A,RENT,50000,moving,Fully Paid
30000,60 months,20.3,E,MORTGAGE,82000,debt_consolidation,Fully Paid
8000,36 months,6.62,A,MORTGAGE,50000,debt_consolidation,Fully Paid
12000,60 months,18.64,E,RENT,61234,debt_consolidation,Charged Off
35000,60 months,12.42,B,MORTGAGE,101000,debt_consolidation,Current
30000,60 months,20.3,E,OWN,180000,debt_consolidation,Current
9000,36 months,7.51,A,RENT,57240,debt_consolidation,Fully Paid
3000,36 months,20.3,E,RENT,43000,moving,Fully Paid
7925,36 months,15.27,C,RENT,30000,credit_card,Fully Paid
18000,60 months,14.27,C,RENT,36000,debt_consolidation,Charged Off
24575,60 months,20.89,F,RENT,54600,debt_consolidation,Charged Off
15000,60 months,15.27,C,RENT,85000,debt_consolidation,Fully Paid
15000,60 months,17.58,D,RENT,63200,debt_consolidation,Fully Paid
12000,36 months,6.62,A,MORTGAGE,105000,credit_card,Fully Paid
15000,36 months,14.65,C,MORTGAGE,70000,debt_consolidation,Fully Paid
6400,36 months,11.71,B,RENT,62502,credit_card,Fully Paid
14125,60 months,19.42,E,RENT,50620,credit_card,Late (31-120 days)
4000,36 months,6.03,A,MORTGAGE,115000,car,Fully Paid
35000,60 months,21.28,F,MORTGAGE,120000,debt_consolidation,Current
14950,36 months,9.91,B,MORTGAGE,75000,credit_card,Fully Paid
16000,36 months,7.9,A,RENT,53000,debt_consolidation,Fully Paid
2500,36 months,12.69,B,MORTGAGE,60000,other,Fully Paid
12000,60 months,14.65,C,RENT,40000,credit_card,Fully Paid
